,loss,res_loss,bound_loss
6481,"tf.Tensor(0.00018789328, shape=(), dtype=float32)","tf.Tensor(4.9995926e-08, shape=(), dtype=float32)","tf.Tensor(4.6094747e-06, shape=(), dtype=float32)"
6482,"tf.Tensor(0.00018789446, shape=(), dtype=float32)","tf.Tensor(5.04501e-08, shape=(), dtype=float32)","tf.Tensor(4.6191585e-06, shape=(), dtype=float32)"
6483,"tf.Tensor(0.00018789, shape=(), dtype=float32)","tf.Tensor(5.019301e-08, shape=(), dtype=float32)","tf.Tensor(4.612562e-06, shape=(), dtype=float32)"
6484,"tf.Tensor(0.00018788081, shape=(), dtype=float32)","tf.Tensor(5.0206026e-08, shape=(), dtype=float32)","tf.Tensor(4.606524e-06, shape=(), dtype=float32)"
6485,"tf.Tensor(0.00018791198, shape=(), dtype=float32)","tf.Tensor(5.0345093e-08, shape=(), dtype=float32)","tf.Tensor(4.629255e-06, shape=(), dtype=float32)"
6486,"tf.Tensor(0.00018787896, shape=(), dtype=float32)","tf.Tensor(5.0223015e-08, shape=(), dtype=float32)","tf.Tensor(4.606683e-06, shape=(), dtype=float32)"
6487,"tf.Tensor(0.00018787297, shape=(), dtype=float32)","tf.Tensor(5.010764e-08, shape=(), dtype=float32)","tf.Tensor(4.6054256e-06, shape=(), dtype=float32)"
6488,"tf.Tensor(0.00018788574, shape=(), dtype=float32)","tf.Tensor(4.9696386e-08, shape=(), dtype=float32)","tf.Tensor(4.627722e-06, shape=(), dtype=float32)"
6489,"tf.Tensor(0.00018787164, shape=(), dtype=float32)","tf.Tensor(4.999237e-08, shape=(), dtype=float32)","tf.Tensor(4.6077344e-06, shape=(), dtype=float32)"
6490,"tf.Tensor(0.00018786524, shape=(), dtype=float32)","tf.Tensor(4.9737956e-08, shape=(), dtype=float32)","tf.Tensor(4.6053983e-06, shape=(), dtype=float32)"
6491,"tf.Tensor(0.00018787912, shape=(), dtype=float32)","tf.Tensor(4.8962946e-08, shape=(), dtype=float32)","tf.Tensor(4.6174746e-06, shape=(), dtype=float32)"
6492,"tf.Tensor(0.00018786285, shape=(), dtype=float32)","tf.Tensor(4.9478e-08, shape=(), dtype=float32)","tf.Tensor(4.6049404e-06, shape=(), dtype=float32)"
6493,"tf.Tensor(0.00018785922, shape=(), dtype=float32)","tf.Tensor(4.9339626e-08, shape=(), dtype=float32)","tf.Tensor(4.6050736e-06, shape=(), dtype=float32)"
6494,"tf.Tensor(0.0001878585, shape=(), dtype=float32)","tf.Tensor(4.9388497e-08, shape=(), dtype=float32)","tf.Tensor(4.6036375e-06, shape=(), dtype=float32)"
6495,"tf.Tensor(0.00018785485, shape=(), dtype=float32)","tf.Tensor(4.9365298e-08, shape=(), dtype=float32)","tf.Tensor(4.604644e-06, shape=(), dtype=float32)"
6496,"tf.Tensor(0.00018785469, shape=(), dtype=float32)","tf.Tensor(4.9287124e-08, shape=(), dtype=float32)","tf.Tensor(4.613439e-06, shape=(), dtype=float32)"
6497,"tf.Tensor(0.00018785223, shape=(), dtype=float32)","tf.Tensor(4.93156e-08, shape=(), dtype=float32)","tf.Tensor(4.608126e-06, shape=(), dtype=float32)"
6498,"tf.Tensor(0.00018785027, shape=(), dtype=float32)","tf.Tensor(4.9300954e-08, shape=(), dtype=float32)","tf.Tensor(4.6086648e-06, shape=(), dtype=float32)"
6499,"tf.Tensor(0.0001878483, shape=(), dtype=float32)","tf.Tensor(4.9251792e-08, shape=(), dtype=float32)","tf.Tensor(4.61846e-06, shape=(), dtype=float32)"
6500,"tf.Tensor(0.00018784609, shape=(), dtype=float32)","tf.Tensor(4.9277606e-08, shape=(), dtype=float32)","tf.Tensor(4.610359e-06, shape=(), dtype=float32)"
6501,"tf.Tensor(0.00018783972, shape=(), dtype=float32)","tf.Tensor(4.924268e-08, shape=(), dtype=float32)","tf.Tensor(4.60826e-06, shape=(), dtype=float32)"
6502,"tf.Tensor(0.00018784653, shape=(), dtype=float32)","tf.Tensor(4.912526e-08, shape=(), dtype=float32)","tf.Tensor(4.6137234e-06, shape=(), dtype=float32)"
6503,"tf.Tensor(0.00018783599, shape=(), dtype=float32)","tf.Tensor(4.9192856e-08, shape=(), dtype=float32)","tf.Tensor(4.606534e-06, shape=(), dtype=float32)"
6504,"tf.Tensor(0.00018783154, shape=(), dtype=float32)","tf.Tensor(4.9217977e-08, shape=(), dtype=float32)","tf.Tensor(4.6042983e-06, shape=(), dtype=float32)"
6505,"tf.Tensor(0.00018784433, shape=(), dtype=float32)","tf.Tensor(4.933641e-08, shape=(), dtype=float32)","tf.Tensor(4.6175337e-06, shape=(), dtype=float32)"
6506,"tf.Tensor(0.00018782941, shape=(), dtype=float32)","tf.Tensor(4.9249056e-08, shape=(), dtype=float32)","tf.Tensor(4.6047426e-06, shape=(), dtype=float32)"
6507,"tf.Tensor(0.00018782176, shape=(), dtype=float32)","tf.Tensor(4.9399045e-08, shape=(), dtype=float32)","tf.Tensor(4.602989e-06, shape=(), dtype=float32)"
6508,"tf.Tensor(0.00018783074, shape=(), dtype=float32)","tf.Tensor(5.0192135e-08, shape=(), dtype=float32)","tf.Tensor(4.6174464e-06, shape=(), dtype=float32)"
6509,"tf.Tensor(0.00018782013, shape=(), dtype=float32)","tf.Tensor(4.9629058e-08, shape=(), dtype=float32)","tf.Tensor(4.603039e-06, shape=(), dtype=float32)"
6510,"tf.Tensor(0.00018781373, shape=(), dtype=float32)","tf.Tensor(4.9864795e-08, shape=(), dtype=float32)","tf.Tensor(4.6008736e-06, shape=(), dtype=float32)"
6511,"tf.Tensor(0.0001878955, shape=(), dtype=float32)","tf.Tensor(5.111703e-08, shape=(), dtype=float32)","tf.Tensor(4.6534637e-06, shape=(), dtype=float32)"
6512,"tf.Tensor(0.00018781496, shape=(), dtype=float32)","tf.Tensor(4.988802e-08, shape=(), dtype=float32)","tf.Tensor(4.600793e-06, shape=(), dtype=float32)"
6513,"tf.Tensor(0.00018780948, shape=(), dtype=float32)","tf.Tensor(4.9976478e-08, shape=(), dtype=float32)","tf.Tensor(4.597189e-06, shape=(), dtype=float32)"
6514,"tf.Tensor(0.00018780437, shape=(), dtype=float32)","tf.Tensor(5.0370335e-08, shape=(), dtype=float32)","tf.Tensor(4.593751e-06, shape=(), dtype=float32)"
6515,"tf.Tensor(0.0001878025, shape=(), dtype=float32)","tf.Tensor(5.0224187e-08, shape=(), dtype=float32)","tf.Tensor(4.5941174e-06, shape=(), dtype=float32)"
6516,"tf.Tensor(0.00018779421, shape=(), dtype=float32)","tf.Tensor(5.0324157e-08, shape=(), dtype=float32)","tf.Tensor(4.593398e-06, shape=(), dtype=float32)"
6517,"tf.Tensor(0.00018786754, shape=(), dtype=float32)","tf.Tensor(5.0804182e-08, shape=(), dtype=float32)","tf.Tensor(4.658989e-06, shape=(), dtype=float32)"
6518,"tf.Tensor(0.00018779314, shape=(), dtype=float32)","tf.Tensor(5.035046e-08, shape=(), dtype=float32)","tf.Tensor(4.5940774e-06, shape=(), dtype=float32)"
6519,"tf.Tensor(0.00018779133, shape=(), dtype=float32)","tf.Tensor(5.0160956e-08, shape=(), dtype=float32)","tf.Tensor(4.593046e-06, shape=(), dtype=float32)"
6520,"tf.Tensor(0.00018778567, shape=(), dtype=float32)","tf.Tensor(4.9537228e-08, shape=(), dtype=float32)","tf.Tensor(4.596317e-06, shape=(), dtype=float32)"
6521,"tf.Tensor(0.00018778563, shape=(), dtype=float32)","tf.Tensor(4.974501e-08, shape=(), dtype=float32)","tf.Tensor(4.5934553e-06, shape=(), dtype=float32)"
6522,"tf.Tensor(0.0001877752, shape=(), dtype=float32)","tf.Tensor(4.9484452e-08, shape=(), dtype=float32)","tf.Tensor(4.5903225e-06, shape=(), dtype=float32)"
6523,"tf.Tensor(0.00018778758, shape=(), dtype=float32)","tf.Tensor(4.8878317e-08, shape=(), dtype=float32)","tf.Tensor(4.6088503e-06, shape=(), dtype=float32)"
6524,"tf.Tensor(0.0001877716, shape=(), dtype=float32)","tf.Tensor(4.9204036e-08, shape=(), dtype=float32)","tf.Tensor(4.5927936e-06, shape=(), dtype=float32)"
6525,"tf.Tensor(0.00018776617, shape=(), dtype=float32)","tf.Tensor(4.9112717e-08, shape=(), dtype=float32)","tf.Tensor(4.5909956e-06, shape=(), dtype=float32)"
6526,"tf.Tensor(0.00018782531, shape=(), dtype=float32)","tf.Tensor(4.8915798e-08, shape=(), dtype=float32)","tf.Tensor(4.6250952e-06, shape=(), dtype=float32)"
6527,"tf.Tensor(0.00018776649, shape=(), dtype=float32)","tf.Tensor(4.9103978e-08, shape=(), dtype=float32)","tf.Tensor(4.5918127e-06, shape=(), dtype=float32)"
6528,"tf.Tensor(0.00018775961, shape=(), dtype=float32)","tf.Tensor(4.904341e-08, shape=(), dtype=float32)","tf.Tensor(4.5870806e-06, shape=(), dtype=float32)"
6529,"tf.Tensor(0.00018776469, shape=(), dtype=float32)","tf.Tensor(4.891351e-08, shape=(), dtype=float32)","tf.Tensor(4.591183e-06, shape=(), dtype=float32)"
6530,"tf.Tensor(0.00018775802, shape=(), dtype=float32)","tf.Tensor(4.8966125e-08, shape=(), dtype=float32)","tf.Tensor(4.5857905e-06, shape=(), dtype=float32)"
6531,"tf.Tensor(0.00018775144, shape=(), dtype=float32)","tf.Tensor(4.8975984e-08, shape=(), dtype=float32)","tf.Tensor(4.5827933e-06, shape=(), dtype=float32)"
6532,"tf.Tensor(0.00018775371, shape=(), dtype=float32)","tf.Tensor(4.9033826e-08, shape=(), dtype=float32)","tf.Tensor(4.5910656e-06, shape=(), dtype=float32)"
6533,"tf.Tensor(0.00018774979, shape=(), dtype=float32)","tf.Tensor(4.8996085e-08, shape=(), dtype=float32)","tf.Tensor(4.5838433e-06, shape=(), dtype=float32)"
6534,"tf.Tensor(0.00018773985, shape=(), dtype=float32)","tf.Tensor(4.9058386e-08, shape=(), dtype=float32)","tf.Tensor(4.583369e-06, shape=(), dtype=float32)"
6535,"tf.Tensor(0.0001877576, shape=(), dtype=float32)","tf.Tensor(4.9363997e-08, shape=(), dtype=float32)","tf.Tensor(4.604867e-06, shape=(), dtype=float32)"
6536,"tf.Tensor(0.00018773855, shape=(), dtype=float32)","tf.Tensor(4.913325e-08, shape=(), dtype=float32)","tf.Tensor(4.5863057e-06, shape=(), dtype=float32)"
6537,"tf.Tensor(0.0001877315, shape=(), dtype=float32)","tf.Tensor(4.920218e-08, shape=(), dtype=float32)","tf.Tensor(4.583309e-06, shape=(), dtype=float32)"
6538,"tf.Tensor(0.00018772754, shape=(), dtype=float32)","tf.Tensor(4.9539157e-08, shape=(), dtype=float32)","tf.Tensor(4.5901265e-06, shape=(), dtype=float32)"
6539,"tf.Tensor(0.00018772285, shape=(), dtype=float32)","tf.Tensor(4.9385566e-08, shape=(), dtype=float32)","tf.Tensor(4.582525e-06, shape=(), dtype=float32)"
6540,"tf.Tensor(0.0001877126, shape=(), dtype=float32)","tf.Tensor(4.9594195e-08, shape=(), dtype=float32)","tf.Tensor(4.579502e-06, shape=(), dtype=float32)"
6541,"tf.Tensor(0.00018776291, shape=(), dtype=float32)","tf.Tensor(5.0685575e-08, shape=(), dtype=float32)","tf.Tensor(4.625157e-06, shape=(), dtype=float32)"
6542,"tf.Tensor(0.00018770894, shape=(), dtype=float32)","tf.Tensor(4.975602e-08, shape=(), dtype=float32)","tf.Tensor(4.5789825e-06, shape=(), dtype=float32)"
6543,"tf.Tensor(0.00018770334, shape=(), dtype=float32)","tf.Tensor(5.0014794e-08, shape=(), dtype=float32)","tf.Tensor(4.5769293e-06, shape=(), dtype=float32)"
6544,"tf.Tensor(0.00018780844, shape=(), dtype=float32)","tf.Tensor(5.1342035e-08, shape=(), dtype=float32)","tf.Tensor(4.6492814e-06, shape=(), dtype=float32)"
6545,"tf.Tensor(0.00018770363, shape=(), dtype=float32)","tf.Tensor(5.002249e-08, shape=(), dtype=float32)","tf.Tensor(4.575355e-06, shape=(), dtype=float32)"
6546,"tf.Tensor(0.0001876968, shape=(), dtype=float32)","tf.Tensor(5.019216e-08, shape=(), dtype=float32)","tf.Tensor(4.5757183e-06, shape=(), dtype=float32)"
6547,"tf.Tensor(0.00018768873, shape=(), dtype=float32)","tf.Tensor(5.098473e-08, shape=(), dtype=float32)","tf.Tensor(4.57571e-06, shape=(), dtype=float32)"
6548,"tf.Tensor(0.00018768983, shape=(), dtype=float32)","tf.Tensor(5.087067e-08, shape=(), dtype=float32)","tf.Tensor(4.576479e-06, shape=(), dtype=float32)"
6549,"tf.Tensor(0.00018767972, shape=(), dtype=float32)","tf.Tensor(5.1172936e-08, shape=(), dtype=float32)","tf.Tensor(4.5720844e-06, shape=(), dtype=float32)"
6550,"tf.Tensor(0.0001878093, shape=(), dtype=float32)","tf.Tensor(5.25879e-08, shape=(), dtype=float32)","tf.Tensor(4.661521e-06, shape=(), dtype=float32)"
6551,"tf.Tensor(0.00018768103, shape=(), dtype=float32)","tf.Tensor(5.1177647e-08, shape=(), dtype=float32)","tf.Tensor(4.572463e-06, shape=(), dtype=float32)"
6552,"tf.Tensor(0.00018767375, shape=(), dtype=float32)","tf.Tensor(5.1269506e-08, shape=(), dtype=float32)","tf.Tensor(4.570946e-06, shape=(), dtype=float32)"
6553,"tf.Tensor(0.00018767764, shape=(), dtype=float32)","tf.Tensor(5.1655142e-08, shape=(), dtype=float32)","tf.Tensor(4.582403e-06, shape=(), dtype=float32)"
6554,"tf.Tensor(0.00018767039, shape=(), dtype=float32)","tf.Tensor(5.1426994e-08, shape=(), dtype=float32)","tf.Tensor(4.571975e-06, shape=(), dtype=float32)"
6555,"tf.Tensor(0.0001876614, shape=(), dtype=float32)","tf.Tensor(5.142061e-08, shape=(), dtype=float32)","tf.Tensor(4.56731e-06, shape=(), dtype=float32)"
6556,"tf.Tensor(0.00018769145, shape=(), dtype=float32)","tf.Tensor(5.1471567e-08, shape=(), dtype=float32)","tf.Tensor(4.594814e-06, shape=(), dtype=float32)"
6557,"tf.Tensor(0.00018766001, shape=(), dtype=float32)","tf.Tensor(5.1421708e-08, shape=(), dtype=float32)","tf.Tensor(4.567517e-06, shape=(), dtype=float32)"
6558,"tf.Tensor(0.00018765607, shape=(), dtype=float32)","tf.Tensor(5.1340514e-08, shape=(), dtype=float32)","tf.Tensor(4.5666984e-06, shape=(), dtype=float32)"
6559,"tf.Tensor(0.00018765569, shape=(), dtype=float32)","tf.Tensor(5.1343136e-08, shape=(), dtype=float32)","tf.Tensor(4.566698e-06, shape=(), dtype=float32)"
6560,"tf.Tensor(0.00018765168, shape=(), dtype=float32)","tf.Tensor(5.130412e-08, shape=(), dtype=float32)","tf.Tensor(4.567245e-06, shape=(), dtype=float32)"
6561,"tf.Tensor(0.00018765476, shape=(), dtype=float32)","tf.Tensor(5.1177217e-08, shape=(), dtype=float32)","tf.Tensor(4.5817947e-06, shape=(), dtype=float32)"
6562,"tf.Tensor(0.00018765002, shape=(), dtype=float32)","tf.Tensor(5.124604e-08, shape=(), dtype=float32)","tf.Tensor(4.5718207e-06, shape=(), dtype=float32)"
6563,"tf.Tensor(0.00018764427, shape=(), dtype=float32)","tf.Tensor(5.1205248e-08, shape=(), dtype=float32)","tf.Tensor(4.5689094e-06, shape=(), dtype=float32)"
6564,"tf.Tensor(0.00018764284, shape=(), dtype=float32)","tf.Tensor(5.1071474e-08, shape=(), dtype=float32)","tf.Tensor(4.571842e-06, shape=(), dtype=float32)"
6565,"tf.Tensor(0.00018764126, shape=(), dtype=float32)","tf.Tensor(5.1126637e-08, shape=(), dtype=float32)","tf.Tensor(4.5689185e-06, shape=(), dtype=float32)"
6566,"tf.Tensor(0.00018763254, shape=(), dtype=float32)","tf.Tensor(5.1097743e-08, shape=(), dtype=float32)","tf.Tensor(4.5650313e-06, shape=(), dtype=float32)"
6567,"tf.Tensor(0.00018765438, shape=(), dtype=float32)","tf.Tensor(5.1060617e-08, shape=(), dtype=float32)","tf.Tensor(4.580953e-06, shape=(), dtype=float32)"
6568,"tf.Tensor(0.00018763213, shape=(), dtype=float32)","tf.Tensor(5.108026e-08, shape=(), dtype=float32)","tf.Tensor(4.5644374e-06, shape=(), dtype=float32)"
6569,"tf.Tensor(0.00018762617, shape=(), dtype=float32)","tf.Tensor(5.113575e-08, shape=(), dtype=float32)","tf.Tensor(4.5636184e-06, shape=(), dtype=float32)"
6570,"tf.Tensor(0.00018761832, shape=(), dtype=float32)","tf.Tensor(5.1442722e-08, shape=(), dtype=float32)","tf.Tensor(4.5689267e-06, shape=(), dtype=float32)"
6571,"tf.Tensor(0.00018761527, shape=(), dtype=float32)","tf.Tensor(5.1357063e-08, shape=(), dtype=float32)","tf.Tensor(4.564524e-06, shape=(), dtype=float32)"
6572,"tf.Tensor(0.00018760639, shape=(), dtype=float32)","tf.Tensor(5.1562196e-08, shape=(), dtype=float32)","tf.Tensor(4.5660204e-06, shape=(), dtype=float32)"
6573,"tf.Tensor(0.00018767585, shape=(), dtype=float32)","tf.Tensor(5.264991e-08, shape=(), dtype=float32)","tf.Tensor(4.641182e-06, shape=(), dtype=float32)"
6574,"tf.Tensor(0.00018760237, shape=(), dtype=float32)","tf.Tensor(5.166382e-08, shape=(), dtype=float32)","tf.Tensor(4.5670135e-06, shape=(), dtype=float32)"
6575,"tf.Tensor(0.00018759567, shape=(), dtype=float32)","tf.Tensor(5.171206e-08, shape=(), dtype=float32)","tf.Tensor(4.567424e-06, shape=(), dtype=float32)"
6576,"tf.Tensor(0.0001876433, shape=(), dtype=float32)","tf.Tensor(5.1956167e-08, shape=(), dtype=float32)","tf.Tensor(4.6177365e-06, shape=(), dtype=float32)"
6577,"tf.Tensor(0.00018759441, shape=(), dtype=float32)","tf.Tensor(5.1741974e-08, shape=(), dtype=float32)","tf.Tensor(4.5672964e-06, shape=(), dtype=float32)"
6578,"tf.Tensor(0.0001875829, shape=(), dtype=float32)","tf.Tensor(5.1720612e-08, shape=(), dtype=float32)","tf.Tensor(4.5635493e-06, shape=(), dtype=float32)"
6579,"tf.Tensor(0.00018758183, shape=(), dtype=float32)","tf.Tensor(5.1802207e-08, shape=(), dtype=float32)","tf.Tensor(4.5730553e-06, shape=(), dtype=float32)"
6580,"tf.Tensor(0.0001875745, shape=(), dtype=float32)","tf.Tensor(5.173276e-08, shape=(), dtype=float32)","tf.Tensor(4.5632723e-06, shape=(), dtype=float32)"
6581,"tf.Tensor(0.00018756707, shape=(), dtype=float32)","tf.Tensor(5.1851597e-08, shape=(), dtype=float32)","tf.Tensor(4.5658026e-06, shape=(), dtype=float32)"
6582,"tf.Tensor(0.00018764418, shape=(), dtype=float32)","tf.Tensor(5.2402264e-08, shape=(), dtype=float32)","tf.Tensor(4.632157e-06, shape=(), dtype=float32)"
6583,"tf.Tensor(0.00018756684, shape=(), dtype=float32)","tf.Tensor(5.1874572e-08, shape=(), dtype=float32)","tf.Tensor(4.566924e-06, shape=(), dtype=float32)"
6584,"tf.Tensor(0.00018755898, shape=(), dtype=float32)","tf.Tensor(5.1985776e-08, shape=(), dtype=float32)","tf.Tensor(4.564271e-06, shape=(), dtype=float32)"
6585,"tf.Tensor(0.00018756314, shape=(), dtype=float32)","tf.Tensor(5.2483877e-08, shape=(), dtype=float32)","tf.Tensor(4.577713e-06, shape=(), dtype=float32)"
6586,"tf.Tensor(0.00018755441, shape=(), dtype=float32)","tf.Tensor(5.218756e-08, shape=(), dtype=float32)","tf.Tensor(4.5653564e-06, shape=(), dtype=float32)"
6587,"tf.Tensor(0.00018754345, shape=(), dtype=float32)","tf.Tensor(5.2367106e-08, shape=(), dtype=float32)","tf.Tensor(4.5619554e-06, shape=(), dtype=float32)"
6588,"tf.Tensor(0.00018757129, shape=(), dtype=float32)","tf.Tensor(5.3183044e-08, shape=(), dtype=float32)","tf.Tensor(4.597048e-06, shape=(), dtype=float32)"
6589,"tf.Tensor(0.00018753912, shape=(), dtype=float32)","tf.Tensor(5.255084e-08, shape=(), dtype=float32)","tf.Tensor(4.564246e-06, shape=(), dtype=float32)"
6590,"tf.Tensor(0.0001875365, shape=(), dtype=float32)","tf.Tensor(5.2680758e-08, shape=(), dtype=float32)","tf.Tensor(4.564048e-06, shape=(), dtype=float32)"
6591,"tf.Tensor(0.00018757404, shape=(), dtype=float32)","tf.Tensor(5.327302e-08, shape=(), dtype=float32)","tf.Tensor(4.583422e-06, shape=(), dtype=float32)"
6592,"tf.Tensor(0.00018753434, shape=(), dtype=float32)","tf.Tensor(5.2739953e-08, shape=(), dtype=float32)","tf.Tensor(4.564111e-06, shape=(), dtype=float32)"
6593,"tf.Tensor(0.00018752698, shape=(), dtype=float32)","tf.Tensor(5.2864024e-08, shape=(), dtype=float32)","tf.Tensor(4.5611346e-06, shape=(), dtype=float32)"
6594,"tf.Tensor(0.0001875443, shape=(), dtype=float32)","tf.Tensor(5.344077e-08, shape=(), dtype=float32)","tf.Tensor(4.5817255e-06, shape=(), dtype=float32)"
6595,"tf.Tensor(0.00018752314, shape=(), dtype=float32)","tf.Tensor(5.3009995e-08, shape=(), dtype=float32)","tf.Tensor(4.5623565e-06, shape=(), dtype=float32)"
6596,"tf.Tensor(0.0001875204, shape=(), dtype=float32)","tf.Tensor(5.307656e-08, shape=(), dtype=float32)","tf.Tensor(4.5606116e-06, shape=(), dtype=float32)"
6597,"tf.Tensor(0.00018751594, shape=(), dtype=float32)","tf.Tensor(5.3393073e-08, shape=(), dtype=float32)","tf.Tensor(4.5692427e-06, shape=(), dtype=float32)"
6598,"tf.Tensor(0.00018751579, shape=(), dtype=float32)","tf.Tensor(5.326082e-08, shape=(), dtype=float32)","tf.Tensor(4.5639536e-06, shape=(), dtype=float32)"
6599,"tf.Tensor(0.00018750736, shape=(), dtype=float32)","tf.Tensor(5.3399305e-08, shape=(), dtype=float32)","tf.Tensor(4.5655283e-06, shape=(), dtype=float32)"
6600,"tf.Tensor(0.00018754943, shape=(), dtype=float32)","tf.Tensor(5.4101005e-08, shape=(), dtype=float32)","tf.Tensor(4.612683e-06, shape=(), dtype=float32)"
6601,"tf.Tensor(0.00018750723, shape=(), dtype=float32)","tf.Tensor(5.3481834e-08, shape=(), dtype=float32)","tf.Tensor(4.5686625e-06, shape=(), dtype=float32)"
6602,"tf.Tensor(0.00018749635, shape=(), dtype=float32)","tf.Tensor(5.356504e-08, shape=(), dtype=float32)","tf.Tensor(4.5637194e-06, shape=(), dtype=float32)"
6603,"tf.Tensor(0.00018748929, shape=(), dtype=float32)","tf.Tensor(5.39417e-08, shape=(), dtype=float32)","tf.Tensor(4.565122e-06, shape=(), dtype=float32)"
6604,"tf.Tensor(0.00018749127, shape=(), dtype=float32)","tf.Tensor(5.383812e-08, shape=(), dtype=float32)","tf.Tensor(4.564884e-06, shape=(), dtype=float32)"
6605,"tf.Tensor(0.00018747672, shape=(), dtype=float32)","tf.Tensor(5.400683e-08, shape=(), dtype=float32)","tf.Tensor(4.5557604e-06, shape=(), dtype=float32)"
6606,"tf.Tensor(0.00018751477, shape=(), dtype=float32)","tf.Tensor(5.50746e-08, shape=(), dtype=float32)","tf.Tensor(4.5786715e-06, shape=(), dtype=float32)"
6607,"tf.Tensor(0.00018747736, shape=(), dtype=float32)","tf.Tensor(5.4178837e-08, shape=(), dtype=float32)","tf.Tensor(4.5558236e-06, shape=(), dtype=float32)"
6608,"tf.Tensor(0.00018746767, shape=(), dtype=float32)","tf.Tensor(5.4542905e-08, shape=(), dtype=float32)","tf.Tensor(4.551189e-06, shape=(), dtype=float32)"
6609,"tf.Tensor(0.00018754891, shape=(), dtype=float32)","tf.Tensor(5.7171555e-08, shape=(), dtype=float32)","tf.Tensor(4.622792e-06, shape=(), dtype=float32)"
6610,"tf.Tensor(0.00018746551, shape=(), dtype=float32)","tf.Tensor(5.46656e-08, shape=(), dtype=float32)","tf.Tensor(4.550975e-06, shape=(), dtype=float32)"
6611,"tf.Tensor(0.00018745898, shape=(), dtype=float32)","tf.Tensor(5.5031883e-08, shape=(), dtype=float32)","tf.Tensor(4.550566e-06, shape=(), dtype=float32)"
